date,store_id,cat_id,units,avg_price,snap,is_event,wday,month,year,units_lag1,units_lag7,units_lag14,units_lag28,units_lag365
2012-05-19,CA_1,FOODS,3941,3.3012114,0,0,1,5,2012,3261.0,4519.0,3399.0,3869.0,1847.0
2012-05-20,CA_1,FOODS,4367,3.3012114,0,0,2,5,2012,3941.0,3435.0,4314.0,3845.0,2332.0
2012-05-21,CA_1,FOODS,2725,3.3012114,0,0,3,5,2012,4367.0,2739.0,3578.0,2254.0,2525.0
2012-05-22,CA_1,FOODS,2144,3.3012114,0,0,4,5,2012,2725.0,2710.0,2841.0,2265.0,1648.0
2012-05-23,CA_1,FOODS,2205,3.3012114,0,0,5,5,2012,2144.0,2799.0,2946.0,2167.0,1556.0
2012-05-24,CA_1,FOODS,2560,3.3012114,0,0,6,5,2012,2205.0,2630.0,2947.0,2228.0,1512.0
2012-05-25,CA_1,FOODS,3248,3.3012114,0,0,7,5,2012,2560.0,3261.0,3515.0,2798.0,1487.0
2012-05-26,CA_1,FOODS,3645,3.2963805,0,0,1,5,2012,3248.0,3941.0,4519.0,3551.0,1786.0
2012-05-27,CA_1,FOODS,3437,3.2963805,0,0,2,5,2012,3645.0,4367.0,3435.0,3721.0,2140.0
2012-05-28,CA_1,FOODS,2975,3.2963805,0,1,3,5,2012,3437.0,2725.0,2739.0,2547.0,2270.0
2012-05-29,CA_1,FOODS,2312,3.2963805,0,0,4,5,2012,2975.0,2144.0,2710.0,2714.0,2013.0
2012-05-30,CA_1,FOODS,2122,3.2963805,0,0,5,5,2012,2312.0,2205.0,2799.0,2588.0,1505.0
2012-05-31,CA_1,FOODS,2545,3.2963805,0,0,6,5,2012,2122.0,2560.0,2630.0,2864.0,1701.0
2012-06-01,CA_1,FOODS,3423,3.2963805,1,0,7,6,2012,2545.0,3248.0,3261.0,3153.0,1748.0
2012-06-02,CA_1,FOODS,4243,3.299663,1,0,1,6,2012,3423.0,3645.0,3941.0,3399.0,2265.0
2012-06-03,CA_1,FOODS,3943,3.299663,1,0,2,6,2012,4243.0,3437.0,4367.0,4314.0,2842.0
2012-06-04,CA_1,FOODS,2942,3.299663,1,0,3,6,2012,3943.0,2975.0,2725.0,3578.0,2832.0
2012-06-05,CA_1,FOODS,2888,3.299663,1,0,4,6,2012,2942.0,2312.0,2144.0,2841.0,2187.0
2012-06-06,CA_1,FOODS,2619,3.299663,1,0,5,6,2012,2888.0,2122.0,2205.0,2946.0,1963.0
2012-06-07,CA_1,FOODS,2873,3.299663,1,0,6,6,2012,2619.0,2545.0,2560.0,2947.0,1809.0
2012-06-08,CA_1,FOODS,3455,3.299663,1,0,7,6,2012,2873.0,3423.0,3248.0,3515.0,2039.0
2012-06-09,CA_1,FOODS,3720,3.2969756,1,0,1,6,2012,3455.0,4243.0,3645.0,4519.0,2447.0
2012-06-10,CA_1,FOODS,4110,3.2969756,1,0,2,6,2012,3720.0,3943.0,3437.0,3435.0,2435.0
2012-06-11,CA_1,FOODS,3200,3.2969756,0,0,3,6,2012,4110.0,2942.0,2975.0,2739.0,2586.0
2012-06-12,CA_1,FOODS,2907,3.2969756,0,1,4,6,2012,3200.0,2888.0,2312.0,2710.0,2215.0
2012-06-13,CA_1,FOODS,2772,3.2969756,0,0,5,6,2012,2907.0,2619.0,2122.0,2799.0,2035.0
2012-06-14,CA_1,FOODS,2806,3.2969756,0,0,6,6,2012,2772.0,2873.0,2545.0,2630.0,1973.0
2012-06-15,CA_1,FOODS,3485,3.2969756,0,0,7,6,2012,2806.0,3455.0,3423.0,3261.0,1743.0
2012-06-16,CA_1,FOODS,4185,3.3017259,0,0,1,6,2012,3485.0,3720.0,4243.0,3941.0,1996.0
2012-06-17,CA_1,FOODS,3518,3.3017259,0,1,2,6,2012,4185.0,4110.0,3943.0,4367.0,2539.0
2012-06-18,CA_1,FOODS,2719,3.3017259,0,0,3,6,2012,3518.0,3200.0,2942.0,2725.0,2200.0
2012-06-19,CA_1,FOODS,2610,3.3017259,0,0,4,6,2012,2719.0,2907.0,2888.0,2144.0,2062.0
2012-06-20,CA_1,FOODS,2439,3.3017259,0,0,5,6,2012,2610.0,2772.0,2619.0,2205.0,2144.0
2012-06-21,CA_1,FOODS,2498,3.3017259,0,1,6,6,2012,2439.0,2806.0,2873.0,2560.0,1735.0
2012-06-22,CA_1,FOODS,3494,3.3017259,0,0,7,6,2012,2498.0,3485.0,3455.0,3248.0,1806.0
2012-06-23,CA_1,FOODS,3436,3.30067,0,0,1,6,2012,3494.0,4185.0,3720.0,3645.0,2092.0
2012-06-24,CA_1,FOODS,3962,3.30067,0,0,2,6,2012,3436.0,3518.0,4110.0,3437.0,2299.0
2012-06-25,CA_1,FOODS,2670,3.30067,0,0,3,6,2012,3962.0,2719.0,3200.0,2975.0,2491.0
2012-06-26,CA_1,FOODS,2311,3.30067,0,0,4,6,2012,2670.0,2610.0,2907.0,2312.0,1927.0
2012-06-27,CA_1,FOODS,2195,3.30067,0,0,5,6,2012,2311.0,2439.0,2772.0,2122.0,1473.0
2012-06-28,CA_1,FOODS,2660,3.30067,0,0,6,6,2012,2195.0,2498.0,2806.0,2545.0,1497.0
2012-06-29,CA_1,FOODS,3090,3.30067,0,0,7,6,2012,2660.0,3494.0,3485.0,3423.0,1752.0
2012-06-30,CA_1,FOODS,3783,3.3043306,0,0,1,6,2012,3090.0,3436.0,4185.0,4243.0,2663.0
2012-07-01,CA_1,FOODS,4125,3.3043306,1,0,2,7,2012,3783.0,3962.0,3518.0,3943.0,3108.0
2012-07-02,CA_1,FOODS,3093,3.3043306,1,0,3,7,2012,4125.0,2670.0,2719.0,2942.0,2942.0
2012-07-03,CA_1,FOODS,3401,3.3043306,1,0,4,7,2012,3093.0,2311.0,2610.0,2888.0,2038.0
2012-07-04,CA_1,FOODS,2744,3.3043306,1,1,5,7,2012,3401.0,2195.0,2439.0,2619.0,2364.0
2012-07-05,CA_1,FOODS,2539,3.3043306,1,0,6,7,2012,2744.0,2660.0,2498.0,2873.0,2441.0
2012-07-06,CA_1,FOODS,3280,3.3043306,1,0,7,7,2012,2539.0,3090.0,3494.0,3455.0,2403.0
2012-07-07,CA_1,FOODS,3604,3.3069434,1,0,1,7,2012,3280.0,3783.0,3436.0,3720.0,2385.0
2012-07-08,CA_1,FOODS,4070,3.3069434,1,0,2,7,2012,3604.0,4125.0,3962.0,4110.0,2762.0
2012-07-09,CA_1,FOODS,3311,3.3069434,1,0,3,7,2012,4070.0,3093.0,2670.0,3200.0,3066.0
2012-07-10,CA_1,FOODS,2902,3.3069434,1,0,4,7,2012,3311.0,3401.0,2311.0,2907.0,2026.0
2012-07-11,CA_1,FOODS,2599,3.3069434,0,0,5,7,2012,2902.0,2744.0,2195.0,2772.0,1602.0
2012-07-12,CA_1,FOODS,2710,3.3069434,0,0,6,7,2012,2599.0,2539.0,2660.0,2806.0,1768.0
2012-07-13,CA_1,FOODS,3133,3.3069434,0,0,7,7,2012,2710.0,3280.0,3090.0,3485.0,1639.0
2012-07-14,CA_1,FOODS,3543,3.293367,0,0,1,7,2012,3133.0,3604.0,3783.0,4185.0,1973.0
2012-07-15,CA_1,FOODS,3651,3.293367,0,0,2,7,2012,3543.0,4070.0,4125.0,3518.0,2541.0
2012-07-16,CA_1,FOODS,2539,3.293367,0,0,3,7,2012,3651.0,3311.0,3093.0,2719.0,2445.0
2012-07-17,CA_1,FOODS,2499,3.293367,0,0,4,7,2012,2539.0,2902.0,3401.0,2610.0,2015.0
2012-07-18,CA_1,FOODS,2468,3.293367,0,0,5,7,2012,2499.0,2599.0,2744.0,2439.0,1665.0
2012-07-19,CA_1,FOODS,2511,3.293367,0,0,6,7,2012,2468.0,2710.0,2539.0,2498.0,1727.0
2012-07-20,CA_1,FOODS,3337,3.293367,0,1,7,7,2012,2511.0,3133.0,3280.0,3494.0,1818.0
2012-07-21,CA_1,FOODS,3713,3.2974193,0,0,1,7,2012,3337.0,3543.0,3604.0,3436.0,2199.0
2012-07-22,CA_1,FOODS,3753,3.2974193,0,0,2,7,2012,3713.0,3651.0,4070.0,3962.0,2526.0
2012-07-23,CA_1,FOODS,2522,3.2974193,0,0,3,7,2012,3753.0,2539.0,3311.0,2670.0,2526.0
2012-07-24,CA_1,FOODS,2411,3.2974193,0,0,4,7,2012,2522.0,2499.0,2902.0,2311.0,1867.0
2012-07-25,CA_1,FOODS,2329,3.2974193,0,0,5,7,2012,2411.0,2468.0,2599.0,2195.0,1641.0
2012-07-26,CA_1,FOODS,2680,3.2974193,0,0,6,7,2012,2329.0,2511.0,2710.0,2660.0,1543.0
2012-07-27,CA_1,FOODS,2823,3.2974193,0,0,7,7,2012,2680.0,3337.0,3133.0,3090.0,1665.0
2012-07-28,CA_1,FOODS,2849,3.2956927,0,0,1,7,2012,2823.0,3713.0,3543.0,3783.0,2156.0
2012-07-29,CA_1,FOODS,3148,3.2956927,0,0,2,7,2012,2849.0,3753.0,3651.0,4125.0,2002.0
2012-07-30,CA_1,FOODS,2450,3.2956927,0,0,3,7,2012,3148.0,2522.0,2539.0,3093.0,2353.0
2012-07-31,CA_1,FOODS,2452,3.2956927,0,0,4,7,2012,2450.0,2411.0,2499.0,3401.0,1963.0
2012-08-01,CA_1,FOODS,2762,3.2956927,1,0,5,8,2012,2452.0,2329.0,2468.0,2744.0,2070.0
2012-08-02,CA_1,FOODS,3156,3.2956927,1,0,6,8,2012,2762.0,2680.0,2511.0,2539.0,1991.0
2012-08-03,CA_1,FOODS,3327,3.2956927,1,0,7,8,2012,3156.0,2823.0,3337.0,3280.0,2162.0
2012-08-04,CA_1,FOODS,3870,3.291972,1,0,1,8,2012,3327.0,2849.0,3713.0,3604.0,2370.0
2012-08-05,CA_1,FOODS,4253,3.291972,1,0,2,8,2012,3870.0,3148.0,3753.0,4070.0,2580.0
2012-08-06,CA_1,FOODS,3440,3.291972,1,0,3,8,2012,4253.0,2450.0,2522.0,3311.0,2800.0
2012-08-07,CA_1,FOODS,2904,3.291972,1,0,4,8,2012,3440.0,2452.0,2411.0,2902.0,2394.0
2012-08-08,CA_1,FOODS,3037,3.291972,1,0,5,8,2012,2904.0,2762.0,2329.0,2599.0,2006.0
2012-08-09,CA_1,FOODS,2986,3.291972,1,0,6,8,2012,3037.0,3156.0,2680.0,2710.0,1994.0
2012-08-10,CA_1,FOODS,3596,3.291972,1,0,7,8,2012,2986.0,3327.0,2823.0,3133.0,1861.0
2012-08-11,CA_1,FOODS,4265,3.2851644,0,0,1,8,2012,3596.0,3870.0,2849.0,3543.0,2288.0
2012-08-12,CA_1,FOODS,3958,3.2851644,0,0,2,8,2012,4265.0,4253.0,3148.0,3651.0,2742.0
2012-08-13,CA_1,FOODS,3005,3.2851644,0,0,3,8,2012,3958.0,3440.0,2450.0,2539.0,2957.0
2012-08-14,CA_1,FOODS,2865,3.2851644,0,0,4,8,2012,3005.0,2904.0,2452.0,2499.0,1938.0
2012-08-15,CA_1,FOODS,2624,3.2851644,0,0,5,8,2012,2865.0,3037.0,2762.0,2468.0,1884.0
2012-08-16,CA_1,FOODS,2968,3.2851644,0,0,6,8,2012,2624.0,2986.0,3156.0,2511.0,1833.0
2012-08-17,CA_1,FOODS,3352,3.2851644,0,0,7,8,2012,2968.0,3596.0,3327.0,3337.0,1851.0
2012-08-18,CA_1,FOODS,4507,3.2906554,0,0,1,8,2012,3352.0,4265.0,3870.0,3713.0,2079.0
2012-08-19,CA_1,FOODS,4470,3.2906554,0,1,2,8,2012,4507.0,3958.0,4253.0,3753.0,2440.0
2012-08-20,CA_1,FOODS,2853,3.2906554,0,0,3,8,2012,4470.0,3005.0,3440.0,2522.0,3177.0
2012-08-21,CA_1,FOODS,2663,3.2906554,0,0,4,8,2012,2853.0,2865.0,2904.0,2411.0,1867.0
2012-08-22,CA_1,FOODS,2403,3.2906554,0,0,5,8,2012,2663.0,2624.0,3037.0,2329.0,1537.0
2012-08-23,CA_1,FOODS,2357,3.2906554,0,0,6,8,2012,2403.0,2968.0,2986.0,2680.0,1662.0
2012-08-24,CA_1,FOODS,2710,3.2906554,0,0,7,8,2012,2357.0,3352.0,3596.0,2823.0,1700.0
2012-08-25,CA_1,FOODS,3790,3.29141,0,0,1,8,2012,2710.0,4507.0,4265.0,2849.0,1921.0
2012-08-26,CA_1,FOODS,3823,3.29141,0,0,2,8,2012,3790.0,4470.0,3958.0,3148.0,2582.0
2012-08-27,CA_1,FOODS,2503,3.29141,0,0,3,8,2012,3823.0,2853.0,3005.0,2450.0,2670.0
2012-08-28,CA_1,FOODS,2351,3.29141,0,0,4,8,2012,2503.0,2663.0,2865.0,2452.0,1708.0
2012-08-29,CA_1,FOODS,2155,3.29141,0,0,5,8,2012,2351.0,2403.0,2624.0,2762.0,1375.0
2012-08-30,CA_1,FOODS,2403,3.29141,0,0,6,8,2012,2155.0,2357.0,2968.0,3156.0,1470.0
2012-08-31,CA_1,FOODS,3007,3.29141,0,0,7,8,2012,2403.0,2710.0,3352.0,3327.0,1846.0
2012-09-01,CA_1,FOODS,4527,3.2973738,1,0,1,9,2012,3007.0,3790.0,4507.0,3870.0,2362.0
2012-09-02,CA_1,FOODS,4128,3.2973738,1,0,2,9,2012,4527.0,3823.0,4470.0,4253.0,2717.0
2012-09-03,CA_1,FOODS,3933,3.2973738,1,1,3,9,2012,4128.0,2503.0,2853.0,3440.0,2568.0
2012-09-04,CA_1,FOODS,2900,3.2973738,1,0,4,9,2012,3933.0,2351.0,2663.0,2904.0,2469.0
2012-09-05,CA_1,FOODS,2602,3.2973738,1,0,5,9,2012,2900.0,2155.0,2403.0,3037.0,2115.0
2012-09-06,CA_1,FOODS,2423,3.2973738,1,0,6,9,2012,2602.0,2403.0,2357.0,2986.0,1900.0
2012-09-07,CA_1,FOODS,3143,3.2973738,1,0,7,9,2012,2423.0,3007.0,2710.0,3596.0,1979.0
2012-09-08,CA_1,FOODS,3693,3.2982197,1,0,1,9,2012,3143.0,4527.0,3790.0,4265.0,2297.0
2012-09-09,CA_1,FOODS,4247,3.2982197,1,0,2,9,2012,3693.0,4128.0,3823.0,3958.0,2718.0
2012-09-10,CA_1,FOODS,2803,3.2982197,1,0,3,9,2012,4247.0,3933.0,2503.0,3005.0,2876.0
2012-09-11,CA_1,FOODS,2461,3.2982197,0,0,4,9,2012,2803.0,2900.0,2351.0,2865.0,1933.0
2012-09-12,CA_1,FOODS,2271,3.2982197,0,0,5,9,2012,2461.0,2602.0,2155.0,2624.0,1575.0
2012-09-13,CA_1,FOODS,2447,3.2982197,0,0,6,9,2012,2271.0,2423.0,2403.0,2968.0,1482.0
2012-09-14,CA_1,FOODS,3049,3.2982197,0,0,7,9,2012,2447.0,3143.0,3007.0,3352.0,1628.0
2012-09-15,CA_1,FOODS,3689,3.3022804,0,0,1,9,2012,3049.0,3693.0,4527.0,4507.0,1975.0
2012-09-16,CA_1,FOODS,3951,3.3022804,0,0,2,9,2012,3689.0,4247.0,4128.0,4470.0,2454.0
2012-09-17,CA_1,FOODS,2487,3.3022804,0,0,3,9,2012,3951.0,2803.0,3933.0,2853.0,2670.0
2012-09-18,CA_1,FOODS,2358,3.3022804,0,0,4,9,2012,2487.0,2461.0,2900.0,2663.0,1789.0
2012-09-19,CA_1,FOODS,2089,3.3022804,0,0,5,9,2012,2358.0,2271.0,2602.0,2403.0,1740.0
2012-09-20,CA_1,FOODS,2321,3.3022804,0,0,6,9,2012,2089.0,2447.0,2423.0,2357.0,1646.0
2012-09-21,CA_1,FOODS,2847,3.3022804,0,0,7,9,2012,2321.0,3049.0,3143.0,2710.0,1606.0
2012-09-22,CA_1,FOODS,3646,3.3086686,0,0,1,9,2012,2847.0,3689.0,3693.0,3790.0,2451.0
2012-09-23,CA_1,FOODS,3914,3.3086686,0,0,2,9,2012,3646.0,3951.0,4247.0,3823.0,2872.0
2012-09-24,CA_1,FOODS,2230,3.3086686,0,0,3,9,2012,3914.0,2487.0,2803.0,2503.0,2872.0
2012-09-25,CA_1,FOODS,2167,3.3086686,0,0,4,9,2012,2230.0,2358.0,2461.0,2351.0,2028.0
2012-09-26,CA_1,FOODS,2099,3.3086686,0,0,5,9,2012,2167.0,2089.0,2271.0,2155.0,1722.0
2012-09-27,CA_1,FOODS,1989,3.3086686,0,0,6,9,2012,2099.0,2321.0,2447.0,2403.0,1696.0
2012-09-28,CA_1,FOODS,2749,3.3086686,0,0,7,9,2012,1989.0,2847.0,3049.0,3007.0,1587.0
2012-09-29,CA_1,FOODS,3543,3.3097339,0,0,1,9,2012,2749.0,3646.0,3689.0,4527.0,2512.0
2012-09-30,CA_1,FOODS,3819,3.3097339,0,0,2,9,2012,3543.0,3914.0,3951.0,4128.0,3450.0
2012-10-01,CA_1,FOODS,2884,3.3097339,1,0,3,10,2012,3819.0,2230.0,2487.0,3933.0,3361.0
2012-10-02,CA_1,FOODS,2951,3.3097339,1,0,4,10,2012,2884.0,2167.0,2358.0,2900.0,2361.0
2012-10-03,CA_1,FOODS,2751,3.3097339,1,0,5,10,2012,2951.0,2099.0,2089.0,2602.0,2214.0
2012-10-04,CA_1,FOODS,2513,3.3097339,1,0,6,10,2012,2751.0,1989.0,2321.0,2423.0,2086.0
2012-10-05,CA_1,FOODS,2654,3.3097339,1,0,7,10,2012,2513.0,2749.0,2847.0,3143.0,2011.0
2012-10-06,CA_1,FOODS,3817,3.318453,1,0,1,10,2012,2654.0,3543.0,3646.0,3693.0,2631.0
2012-10-07,CA_1,FOODS,4251,3.318453,1,0,2,10,2012,3817.0,3819.0,3914.0,4247.0,3279.0
2012-10-08,CA_1,FOODS,3046,3.318453,1,1,3,10,2012,4251.0,2884.0,2230.0,2803.0,3296.0
2012-10-09,CA_1,FOODS,2643,3.318453,1,0,4,10,2012,3046.0,2951.0,2167.0,2461.0,2726.0
2012-10-10,CA_1,FOODS,2349,3.318453,1,0,5,10,2012,2643.0,2751.0,2099.0,2271.0,2059.0
2012-10-11,CA_1,FOODS,2205,3.318453,0,0,6,10,2012,2349.0,2513.0,1989.0,2447.0,1901.0
2012-10-12,CA_1,FOODS,2743,3.318453,0,0,7,10,2012,2205.0,2654.0,2749.0,3049.0,1979.0
2012-10-13,CA_1,FOODS,3063,3.318453,0,0,1,10,2012,2743.0,3817.0,3543.0,3689.0,2371.0
2012-10-14,CA_1,FOODS,3344,3.318453,0,0,2,10,2012,3063.0,4251.0,3819.0,3951.0,2930.0
2012-10-15,CA_1,FOODS,2392,3.318453,0,0,3,10,2012,3344.0,3046.0,2884.0,2487.0,2963.0
2012-10-16,CA_1,FOODS,2043,3.318453,0,0,4,10,2012,2392.0,2643.0,2951.0,2358.0,1944.0
2012-10-17,CA_1,FOODS,2105,3.318453,0,0,5,10,2012,2043.0,2349.0,2751.0,2089.0,1742.0
2012-10-18,CA_1,FOODS,1939,3.318453,0,0,6,10,2012,2105.0,2205.0,2513.0,2321.0,1772.0
2012-10-19,CA_1,FOODS,2419,3.318453,0,0,7,10,2012,1939.0,2743.0,2654.0,2847.0,1851.0
2012-10-20,CA_1,FOODS,2946,3.309228,0,0,1,10,2012,2419.0,3063.0,3817.0,3646.0,2374.0
2012-10-21,CA_1,FOODS,3216,3.309228,0,0,2,10,2012,2946.0,3344.0,4251.0,3914.0,3011.0
2012-10-22,CA_1,FOODS,2182,3.309228,0,0,3,10,2012,3216.0,2392.0,3046.0,2230.0,3200.0
2012-10-23,CA_1,FOODS,1965,3.309228,0,0,4,10,2012,2182.0,2043.0,2643.0,2167.0,2036.0
2012-10-24,CA_1,FOODS,1823,3.309228,0,0,5,10,2012,1965.0,2105.0,2349.0,2099.0,1890.0
2012-10-25,CA_1,FOODS,1988,3.309228,0,0,6,10,2012,1823.0,1939.0,2205.0,1989.0,1660.0
2012-10-26,CA_1,FOODS,2521,3.309228,0,1,7,10,2012,1988.0,2419.0,2743.0,2749.0,1909.0
2012-10-27,CA_1,FOODS,3195,3.3100975,0,0,1,10,2012,2521.0,2946.0,3063.0,3543.0,2184.0
2012-10-28,CA_1,FOODS,3284,3.3100975,0,0,2,10,2012,3195.0,3216.0,3344.0,3819.0,3022.0
2012-10-29,CA_1,FOODS,2391,3.3100975,0,0,3,10,2012,3284.0,2182.0,2392.0,2884.0,3063.0
2012-10-30,CA_1,FOODS,2201,3.3100975,0,0,4,10,2012,2391.0,1965.0,2043.0,2951.0,1622.0
2012-10-31,CA_1,FOODS,1682,3.3100975,0,1,5,10,2012,2201.0,1823.0,2105.0,2751.0,1924.0
2012-11-01,CA_1,FOODS,2275,3.3100975,1,0,6,11,2012,1682.0,1988.0,1939.0,2513.0,2129.0
2012-11-02,CA_1,FOODS,2734,3.3100975,1,0,7,11,2012,2275.0,2521.0,2419.0,2654.0,2210.0
2012-11-03,CA_1,FOODS,3488,3.3068993,1,0,1,11,2012,2734.0,3195.0,2946.0,3817.0,2644.0
2012-11-04,CA_1,FOODS,3679,3.3068993,1,0,2,11,2012,3488.0,3284.0,3216.0,4251.0,3325.0
2012-11-05,CA_1,FOODS,2807,3.3068993,1,0,3,11,2012,3679.0,2391.0,2182.0,3046.0,3641.0
2012-11-06,CA_1,FOODS,2227,3.3068993,1,0,4,11,2012,2807.0,2201.0,1965.0,2643.0,2406.0
2012-11-07,CA_1,FOODS,2485,3.3068993,1,0,5,11,2012,2227.0,1682.0,1823.0,2349.0,2416.0
2012-11-08,CA_1,FOODS,2396,3.3068993,1,0,6,11,2012,2485.0,2275.0,1988.0,2205.0,2140.0
2012-11-09,CA_1,FOODS,3011,3.3068993,1,0,7,11,2012,2396.0,2734.0,2521.0,2743.0,2495.0
2012-11-10,CA_1,FOODS,3722,3.3091867,1,0,1,11,2012,3011.0,3488.0,3195.0,3063.0,2879.0
2012-11-11,CA_1,FOODS,3549,3.3091867,0,1,2,11,2012,3722.0,3679.0,3284.0,3344.0,3042.0
2012-11-12,CA_1,FOODS,2646,3.3091867,0,0,3,11,2012,3549.0,2807.0,2391.0,2392.0,3164.0
2012-11-13,CA_1,FOODS,2167,3.3091867,0,0,4,11,2012,2646.0,2227.0,2201.0,2043.0,2299.0
2012-11-14,CA_1,FOODS,1870,3.3091867,0,0,5,11,2012,2167.0,2485.0,1682.0,2105.0,1932.0
2012-11-15,CA_1,FOODS,2032,3.3091867,0,0,6,11,2012,1870.0,2396.0,2275.0,1939.0,1776.0
2012-11-16,CA_1,FOODS,2662,3.3091867,0,0,7,11,2012,2032.0,3011.0,2734.0,2419.0,1771.0
2012-11-17,CA_1,FOODS,3476,3.3101163,0,0,1,11,2012,2662.0,3722.0,3488.0,2946.0,2214.0
2012-11-18,CA_1,FOODS,3228,3.3101163,0,0,2,11,2012,3476.0,3549.0,3679.0,3216.0,3333.0
2012-11-19,CA_1,FOODS,2523,3.3101163,0,0,3,11,2012,3228.0,2646.0,2807.0,2182.0,3232.0
2012-11-20,CA_1,FOODS,2720,3.3101163,0,0,4,11,2012,2523.0,2167.0,2227.0,1965.0,2333.0
2012-11-21,CA_1,FOODS,3057,3.3101163,0,0,5,11,2012,2720.0,1870.0,2485.0,1823.0,2744.0
2012-11-22,CA_1,FOODS,1673,3.3101163,0,1,6,11,2012,3057.0,2032.0,2396.0,1988.0,2926.0
2012-11-23,CA_1,FOODS,1725,3.3101163,0,0,7,11,2012,1673.0,2662.0,3011.0,2521.0,1631.0
2012-11-24,CA_1,FOODS,2171,3.309305,0,0,1,11,2012,1725.0,3476.0,3722.0,3195.0,2262.0
2012-11-25,CA_1,FOODS,2579,3.309305,0,0,2,11,2012,2171.0,3228.0,3549.0,3284.0,2194.0
2012-11-26,CA_1,FOODS,2136,3.309305,0,0,3,11,2012,2579.0,2523.0,2646.0,2391.0,2494.0
2012-11-27,CA_1,FOODS,1938,3.309305,0,0,4,11,2012,2136.0,2720.0,2167.0,2201.0,1808.0
2012-11-28,CA_1,FOODS,1815,3.309305,0,0,5,11,2012,1938.0,3057.0,1870.0,1682.0,1838.0
2012-11-29,CA_1,FOODS,1658,3.309305,0,0,6,11,2012,1815.0,1673.0,2032.0,2275.0,1783.0
2012-11-30,CA_1,FOODS,2242,3.309305,0,0,7,11,2012,1658.0,1725.0,2662.0,2734.0,1925.0
2012-12-01,CA_1,FOODS,3720,3.311474,1,0,1,12,2012,2242.0,2171.0,3476.0,3488.0,2487.0
2012-12-02,CA_1,FOODS,3097,3.311474,1,0,2,12,2012,3720.0,2579.0,3228.0,3679.0,3364.0
2012-12-03,CA_1,FOODS,2847,3.311474,1,0,3,12,2012,3097.0,2136.0,2523.0,2807.0,3390.0
2012-12-04,CA_1,FOODS,2189,3.311474,1,0,4,12,2012,2847.0,1938.0,2720.0,2227.0,2517.0
2012-12-05,CA_1,FOODS,2188,3.311474,1,0,5,12,2012,2189.0,1815.0,3057.0,2485.0,2256.0
2012-12-06,CA_1,FOODS,2372,3.311474,1,0,6,12,2012,2188.0,1658.0,1673.0,2396.0,2080.0
2012-12-07,CA_1,FOODS,2879,3.311474,1,0,7,12,2012,2372.0,2242.0,1725.0,3011.0,2460.0
2012-12-08,CA_1,FOODS,3678,3.309664,1,0,1,12,2012,2879.0,3720.0,2171.0,3722.0,2528.0
2012-12-09,CA_1,FOODS,3622,3.309664,1,0,2,12,2012,3678.0,3097.0,2579.0,3549.0,3482.0
2012-12-10,CA_1,FOODS,2869,3.309664,1,0,3,12,2012,3622.0,2847.0,2136.0,2646.0,3262.0
2012-12-11,CA_1,FOODS,2275,3.309664,0,0,4,12,2012,2869.0,2189.0,1938.0,2167.0,2468.0
2012-12-12,CA_1,FOODS,2169,3.309664,0,0,5,12,2012,2275.0,2188.0,1815.0,1870.0,2230.0
2012-12-13,CA_1,FOODS,2100,3.309664,0,0,6,12,2012,2169.0,2372.0,1658.0,2032.0,2143.0
2012-12-14,CA_1,FOODS,2614,3.309664,0,0,7,12,2012,2100.0,2879.0,2242.0,2662.0,2431.0
2012-12-15,CA_1,FOODS,3305,3.3082967,0,0,1,12,2012,2614.0,3678.0,3720.0,3476.0,2505.0
2012-12-16,CA_1,FOODS,3269,3.3082967,0,1,2,12,2012,3305.0,3622.0,3097.0,3228.0,3349.0
2012-12-17,CA_1,FOODS,2378,3.3082967,0,0,3,12,2012,3269.0,2869.0,2847.0,2523.0,3218.0
2012-12-18,CA_1,FOODS,2397,3.3082967,0,0,4,12,2012,2378.0,2275.0,2189.0,2720.0,2467.0
2012-12-19,CA_1,FOODS,2212,3.3082967,0,0,5,12,2012,2397.0,2169.0,2188.0,3057.0,2459.0
2012-12-20,CA_1,FOODS,2529,3.3082967,0,0,6,12,2012,2212.0,2100.0,2372.0,1673.0,2567.0
2012-12-21,CA_1,FOODS,2824,3.3082967,0,0,7,12,2012,2529.0,2614.0,2879.0,1725.0,2740.0
2012-12-22,CA_1,FOODS,3524,3.3001337,0,0,1,12,2012,2824.0,3305.0,3678.0,2171.0,3677.0
2012-12-23,CA_1,FOODS,3309,3.3001337,0,0,2,12,2012,3524.0,3269.0,3622.0,2579.0,2758.0
2012-12-24,CA_1,FOODS,2731,3.3001337,0,0,3,12,2012,3309.0,2378.0,2869.0,2136.0,0.0
2012-12-25,CA_1,FOODS,0,3.3001337,0,1,4,12,2012,2731.0,2397.0,2275.0,1938.0,2360.0
2012-12-26,CA_1,FOODS,2045,3.3001337,0,0,5,12,2012,0.0,2212.0,2169.0,1815.0,2230.0
2012-12-27,CA_1,FOODS,2079,3.3001337,0,0,6,12,2012,2045.0,2529.0,2100.0,1658.0,2228.0
2012-12-28,CA_1,FOODS,2415,3.3001337,0,0,7,12,2012,2079.0,2824.0,2614.0,2242.0,2415.0
2012-12-29,CA_1,FOODS,2781,3.284059,0,0,1,12,2012,2415.0,3524.0,3305.0,3720.0,3248.0
2012-12-30,CA_1,FOODS,3111,3.284059,0,0,2,12,2012,2781.0,3309.0,3269.0,3097.0,3324.0
